,ID energetske izkaznice,Datum izdelave,Velja do,Šifra KO,Številka stavbe,Številka dela stavbe,Tip izkaznice,Potrebna toplota za ogrevanje,Dovedena energija za delovanje stavbe,Celotna energija,Dovedena električna energija,Primarna energija,Emisije CO2,Kondicionirana površina stavbe,Energijski razred,EPBD 
39902,2023-574-100-102615,26.01.2023,26012033,1178,825,0.0,računska,24.06,36560.0,193057.76560462278,206.08,53027.6,11242.0,375.0,B1,DRUGO
39903,2023-581-13-102627,27.01.2023,27012033,2166,184,0.0,računska,102.42,308443.0,294722.35670159897,5987.0,391469.0,78056.0,2223.0,D,DRUGO
39904,2023-605-316-102620,27.01.2023,27012033,1726,89,4.0,računska,204.3,7214.0,176105.45888456283,0.0,18033.9,3823.0,29.0,F,STANOVANJE
39905,2023-605-316-102635,27.01.2023,27012033,1771,904,0.0,računska,141.22,65548.0,190384.6546357349,167.32,73790.9,17690.0,277.0,E,HISA
39906,2023-605-316-102637,27.01.2023,27012033,1697,892,5.0,računska,98.9,5343.0,176421.73035725325,0.0,13357.2,2832.0,42.0,D,STANOVANJE
39907,2023-787-302-102638,27.01.2023,27012033,1422,1230,0.0,računska,319.81,91514.0,188071.4104779552,446.78,98990.4,25080.0,175.0,G,HISA
39908,2023-663-194-102639,27.01.2023,27012033,964,2056,0.0,računska,147.8,53450.0,188964.94799792266,321.3,52977.8,17118.0,244.0,E,HISA
39909,2023-663-194-102640,27.01.2023,27012033,953,425,0.0,računska,250.06,31810.0,180107.4050049042,218.83,38273.0,9064.0,87.0,G,HISA
39910,2023-635-127-102545,27.01.2023,27012033,259,46,0.0,merjena,,,62800.0,115000.0,100600.0,14750.0,352.0,A1,PRODAJA
39911,2023-728-174-102664,28.01.2023,28012033,2635,74,0.0,računska,130.14,126892.0,196070.5643634432,661.0,96914.0,17342.0,400.0,E,DRUGO
39912,2023-636-167-102685,30.01.2023,30012033,693,1783,0.0,računska,40.99,44850.0,203332.85918092352,0.0,112126.0,23771.0,546.0,C,PRODAJA
39913,2023-545-17-102696,30.01.2023,30012033,564,1322,0.0,računska,47.7,9719.0,179358.02210898095,89.83,10141.4,2150.0,112.0,C,HISA
39914,2023-545-17-102697,30.01.2023,30012033,564,1323,0.0,računska,47.7,9719.0,179358.02210898095,89.83,10141.4,2150.0,112.0,C,HISA
39915,2023-545-17-102698,30.01.2023,30012033,564,1324,0.0,računska,47.7,9719.0,179358.02210898095,89.83,10141.4,2150.0,112.0,C,HISA
39916,2023-545-17-102699,30.01.2023,30012033,564,1321,0.0,računska,47.7,9719.0,179358.02210898095,89.83,10141.4,2150.0,112.0,C,HISA
39917,2023-545-17-102700,30.01.2023,30012033,564,1320,0.0,računska,47.7,9719.0,179358.02210898095,89.83,10141.4,2150.0,112.0,C,HISA
39918,2023-545-17-102703,30.01.2023,30012033,678,1058,171.0,računska,59.26,4809.0,175749.4099767031,87.94,5939.7,1520.0,32.0,C,STANOVANJE
39919,2023-545-17-102701,30.01.2023,30012033,564,1325,0.0,računska,47.7,9719.0,179358.02210898095,89.83,10141.4,2150.0,112.0,C,HISA
39920,2023-545-17-102702,30.01.2023,30012033,564,1326,0.0,računska,47.7,9719.0,179358.02210898095,89.83,10141.4,2150.0,112.0,C,HISA
39921,2023-531-86-102708,30.01.2023,30012033,1152,57,0.0,računska,84.37,16589.0,182040.0664553684,510.0,20222.0,4770.0,150.0,D,HISA
39922,2023-605-316-102715,30.01.2023,30012033,2606,5334,17.0,računska,50.53,6463.0,177960.18893133444,53.63,9447.2,2393.0,79.0,C,STANOVANJE
39923,2023-549-386-102714,30.01.2023,30012033,1494,1584,0.0,računska,116.95,13679.0,177020.60901399984,144.07,7551.6,1387.0,61.0,E,HISA
39924,2023-605-316-102710,30.01.2023,30012033,1322,680,7.0,računska,82.8,9978.0,177250.21229690945,46.6,12436.6,2340.0,63.0,D,STANOVANJE
39925,2023-835-380-101565,30.01.2023,30012033,654,538,0.0,računska,34.83,9474.0,180437.4687077882,203.58,8934.4,1894.0,136.0,B2,BLOKI
39926,2023-835-380-102681,30.01.2023,30012033,140,138,0.0,računska,129.81,40381.0,186306.49270847792,624.8,39223.4,7809.0,229.0,E,HISA
39928,2023-590-21-102718,30.01.2023,30012033,1959,5402,15.0,računska,48.73,2224.0,175124.767787113,28.0,3966.0,966.0,22.0,C,STANOVANJE
39929,2023-605-316-102720,30.01.2023,30012033,678,1420,20.0,računska,55.64,6373.0,176701.32003523398,62.21,6754.2,2154.0,51.0,C,STANOVANJE
39930,2023-686-239-102722,30.01.2023,30012033,2606,6213,0.0,računska,37.46,5676.0,177888.84813160976,0.0,14189.0,3008.0,75.0,C,HISA
39931,2023-836-32-102725,30.01.2023,30012033,723,907,0.0,računska,57.07,8925.0,179784.77436233187,80.84,7742.2,1641.0,125.0,C,HISA
39932,2023-751-286-102570,30.01.2023,30012033,1974,762,0.0,računska,30.72,13682.0,183797.66162308631,313.0,12644.0,2680.0,207.0,B2,HISA
39933,2023-806-343-102727,30.01.2023,30012033,1986,911,0.0,računska,42.61,7608.0,178689.88342661658,109.02,11867.5,2516.0,94.0,C,HISA
39934,2023-806-343-102694,30.01.2023,30012033,1961,1960,0.0,računska,17.34,207844.0,282175.2941095069,816.64,298273.0,62871.0,2132.0,B1,PISARNE
39935,2023-590-21-102730,30.01.2023,30012033,1038,383,1.0,računska,157.66,46354.0,182552.9344785552,837.0,13837.0,2103.0,170.0,F,HISA
39936,2023-608-123-102419,30.01.2023,30012033,2392,1017,14.0,računska,85.87,9915.0,177878.03604434282,106.0,15221.0,3783.0,68.0,D,BLOKI
39937,2023-827-121-102724,30.01.2023,30012033,1721,4,0.0,merjena,,,7537587.0,2592320.0,12415120.4,3005868.0,18660.0,A1,DRUGO
39938,2023-605-316-102735,30.01.2023,30012033,2304,836,30.0,računska,27.21,3943.0,176991.07532925895,29.84,5077.0,1354.0,63.0,B2,STANOVANJE
39939,2023-806-343-102756,31.01.2023,31012033,2677,76,25.0,računska,101.31,8245.0,176386.704196213,82.22,8154.1,1502.0,47.0,D,STANOVANJE
39940,2023-549-386-102765,31.01.2023,31012033,635,17,0.0,računska,55.13,29720.0,188399.6782863616,488.79,27344.1,5797.0,292.0,C,HISA
39941,2023-549-386-102767,31.01.2023,31012033,681,1013,0.0,računska,84.85,12179.0,177811.57258256926,202.57,11328.0,2096.0,74.0,D,HISA
39942,2023-767-309-102631,31.01.2023,31012033,1770,5445,0.0,računska,13.79,5453.0,180538.1800773545,186.62,6890.8,1318.0,142.0,A2,HISA
39943,2023-767-309-102629,31.01.2023,31012033,1770,5449,0.0,računska,13.79,5453.0,180538.1800773545,186.62,6890.8,1318.0,142.0,A2,HISA
39944,2023-520-76-102771,31.01.2023,31012033,660,4818,0.0,računska,23.1,18159.0,186718.2467117631,24.39,19240.7,4079.0,273.0,B1,HISA
39946,2023-549-386-102781,31.01.2023,31012033,678,744,508.0,računska,28.11,5858.0,177087.27334570116,49.21,4788.2,1495.0,64.0,B2,STANOVANJE
39947,2023-806-343-102784,31.01.2023,31012033,753,1092,7.0,računska,22.48,4592.0,176922.28124878538,46.45,4484.7,837.0,64.0,B1,STANOVANJE
39948,2023-545-17-102783,31.01.2023,31012033,529,455,0.0,računska,26.85,45295.0,211230.99825273763,422.44,50153.1,10633.0,795.0,B2,BLOKI
39949,2023-549-386-102787,31.01.2023,31012033,678,1462,13.0,računska,29.92,6466.0,177176.7430982243,49.66,5356.4,1681.0,65.0,B2,STANOVANJE
39950,2023-570-61-102763,31.01.2023,31012033,659,249,0.0,računska,345.19,35904.0,181612.7240235687,259.44,89759.0,19029.0,64.0,G,DRUGO
39951,2023-520-76-102785,31.01.2023,31012033,624,167,0.0,računska,53.69,15818.0,181591.55002572233,142.08,15610.2,3309.0,156.0,C,HISA
39952,2022-623-200-98155,07.07.2022,7072032,2525,488,1.0,računska,177.49,18901.0,177718.51810751847,253.0,14344.0,2750.0,67.0,F,STANOVANJE
39953,2022-686-239-98156,07.07.2022,7072032,2630,1220,0.0,računska,133.23,22203.0,180459.65931419493,505.0,30062.0,6951.0,101.0,E,HISA
39954,2022-663-194-98157,07.07.2022,7072032,964,3957,0.0,računska,208.93,46272.0,185103.84286641172,295.71,46373.6,15031.0,167.0,F,HISA
39955,2022-686-239-98158,07.07.2022,7072032,2631,6051,3.0,računska,97.3,9524.0,177234.87816958947,255.0,14207.0,3230.0,53.0,D,STANOVANJE
39956,2022-806-343-98009,08.07.2022,8072032,657,2568,2.0,računska,84.52,10497.0,176119.14933017822,70.63,7731.9,1511.0,41.0,D,STANOVANJE
39957,2022-806-343-97769,08.07.2022,8072032,2175,2235,0.0,računska,290.28,77354.0,188868.80235939083,408.48,101644.0,26884.0,184.0,G,HISA
39958,2022-766-63-98210,09.07.2022,9072032,2294,334,0.0,računska,262.63,18512.0,176075.20692818286,85.59,6611.2,1101.0,42.0,G,HISA
39959,2022-806-343-98129,11.07.2022,11072032,1730,1491,85.0,računska,81.35,5769.0,175912.229472275,66.34,4963.5,1563.0,36.0,D,STANOVANJE
39960,2022-545-17-98245,11.07.2022,11072032,680,1868,0.0,računska,242.03,40814.0,178823.32497420823,447.64,13258.4,2113.0,92.0,G,HISA
39961,2022-632-173-98484,20.07.2022,20072032,2175,2619,5.0,računska,68.1,6603.0,177297.6684399354,253.54,16464.0,3490.0,53.0,D,BLOKI
39962,2022-789-337-98837,06.08.2022,6082032,1740,1041,235.0,računska,51.38,4706.0,175874.1065655761,25.26,3807.4,1041.0,39.0,C,STANOVANJE
39963,2022-789-337-98846,07.08.2022,7082032,1998,1108,0.0,računska,183.16,57668.0,185367.9101074622,474.77,57634.9,13669.0,177.0,F,HISA
39964,2022-547-87-98845,07.08.2022,7082032,1379,889,0.0,računska,175.14,47932.0,183741.32660078866,160.27,56044.2,13174.0,149.0,F,HISA
39965,2022-666-199-99248,27.08.2022,27082032,2677,286,0.0,računska,54.16,152048.0,252028.46933915463,1933.0,248476.0,49555.0,1485.0,C,PISARNE
39966,2022-712-85-99263,27.08.2022,27082032,1652,267,0.0,računska,451.66,67512.0,177090.3409811113,0.0,16013.0,2045.0,62.0,G,HISA
39967,2022-787-302-99545,08.09.2022,8092032,1422,766,48.0,računska,101.49,6555.0,176310.24921052495,0.0,4465.0,807.0,51.0,D,STANOVANJE
39968,2022-545-17-99549,08.09.2022,8092032,657,1746,0.0,računska,99.41,721130.0,409524.3509508755,3955.91,737779.0,169553.0,4405.0,D,PISARNE
39969,2022-581-13-99544,08.09.2022,8092032,2160,328,0.0,računska,134.18,28088.0,179707.81911983868,694.0,7289.0,1085.0,113.0,E,HISA
39970,2022-790-332-99552,08.09.2022,8092032,964,3505,32.0,računska,28.57,2823.0,175616.8440082205,29.09,3209.7,858.0,34.0,B2,STANOVANJE
39971,2022-605-316-99558,08.09.2022,8092032,1711,3121,0.0,računska,28.65,9273.0,180742.29764217712,47.75,6711.9,1277.0,150.0,B2,HISA
39972,2022-605-316-99557,08.09.2022,8092032,1772,574,0.0,računska,162.25,31059.0,178685.7871777111,99.04,4304.8,265.0,107.0,F,HISA
39973,2022-605-316-99556,08.09.2022,8092032,2132,17,2.0,računska,46.47,8925.0,180686.6309310891,0.0,22312.7,4730.0,130.0,C,STANOVANJE
39974,2022-605-316-99551,08.09.2022,8092032,300,202,0.0,računska,375.42,8892.0,175936.828724069,0.0,22229.2,4713.0,20.0,G,HISA
39975,2022-732-211-99683,13.09.2022,13092032,1752,1474,1.0,računska,85.83,7170.0,176517.92912965952,300.98,6923.5,1373.0,46.0,D,BLOKI
39976,2022-789-337-99686,13.09.2022,13092032,2245,63,0.0,računska,522.86,74509.0,177663.70210850425,200.52,7574.9,281.0,81.0,G,HISA
39977,2022-634-166-99689,13.09.2022,13092032,1772,1787,72.0,računska,21.47,4013.0,176502.2136982904,12.0,5622.0,1539.0,51.0,B1,STANOVANJE
39978,2022-806-343-99691,14.09.2022,14092032,659,4674,6.0,računska,33.92,9349.0,178615.54486586098,78.28,12603.0,2507.0,93.0,B2,STANOVANJE
39979,2022-806-343-99693,14.09.2022,14092032,2631,2023,10.0,računska,75.82,7383.0,176798.2297814812,140.11,15554.1,3298.0,45.0,D,STANOVANJE
39980,2022-789-337-99694,14.09.2022,14092032,2229,175,0.0,računska,109.93,5629.0,175394.7906868989,89.91,3268.4,600.0,29.0,E,HISA
39981,2022-806-343-99695,14.09.2022,14092032,1959,2725,18.0,računska,57.47,6390.0,175801.9530739215,56.06,3387.1,631.0,39.0,C,STANOVANJE
39982,2022-806-343-99692,14.09.2022,14092032,1722,699,5.0,računska,30.99,4152.0,176459.95559180874,47.76,5773.0,1406.0,50.0,B2,STANOVANJE
39983,2022-806-343-99696,14.09.2022,14092032,1077,42,3.0,računska,33.75,7933.0,176647.75642219224,56.49,7804.8,1784.0,52.0,B2,STANOVANJE
39984,2022-806-343-99699,14.09.2022,14092032,1959,2725,5.0,računska,58.46,13726.0,177981.90038203675,93.67,7830.0,1454.0,84.0,C,STANOVANJE
39985,2022-599-364-99703,14.09.2022,14092032,2631,1640,10.0,računska,69.07,8736.0,177448.66069521304,72.56,18484.4,3919.0,58.0,D,STANOVANJE
39986,2022-728-174-99705,14.09.2022,14092032,1076,955,25.0,računska,43.9,4005.0,176256.73033254844,29.0,4151.0,829.0,49.0,C,STANOVANJE
39987,2022-818-227-99706,14.09.2022,14092032,1871,815,211.0,računska,78.06,4125.0,175625.1577122535,32.0,4453.0,1405.0,31.0,D,STANOVANJE
39988,2022-751-286-93439,15.09.2022,15092032,1074,3035,6.0,računska,123.6,5787.0,175540.9052383296,263.0,7413.0,1405.0,24.0,E,STANOVANJE
39989,2022-545-17-99742,15.09.2022,15092032,1113,218,0.0,računska,193.43,17216.0,176357.54431709932,261.59,7853.0,1398.0,43.0,F,HISA
39990,2022-649-400-99925,22.09.2022,22092032,1738,3317,47.0,računska,40.8,3287.0,175897.57438569365,19.0,4431.0,1160.0,39.0,C,BLOKI
39991,2022-640-170-99923,22.09.2022,22092032,2636,603,0.0,računska,216.35,36484.0,182847.2790645821,885.0,43145.0,8007.0,142.0,G,HISA
39992,2022-789-337-99927,22.09.2022,22092032,2525,895,21.0,računska,72.0,5032.0,175514.9658962927,24.44,5918.9,1337.0,29.0,D,STANOVANJE
39993,2022-789-337-99928,22.09.2022,22092032,2630,115,3.0,računska,32.14,5876.0,178232.04926506773,39.79,14257.9,3023.0,82.0,B2,STANOVANJE
39994,2022-744-279-99930,22.09.2022,22092032,2315,2307,0.0,računska,201.14,42475.0,185897.94649266757,3569.03,48013.0,9068.0,148.0,F,HISA
39995,2022-744-279-99929,22.09.2022,22092032,2392,191,2.0,računska,54.21,3422.0,176268.84218833435,79.34,2684.8,511.0,50.0,C,STANOVANJE
39996,2022-789-337-99932,22.09.2022,22092032,2626,3666,22.0,računska,16.85,3980.0,176906.82124913615,10.2,3925.6,738.0,65.0,B1,STANOVANJE
39997,2022-827-121-99933,22.09.2022,22092032,1398,55,0.0,računska,67.09,17313.0,180599.7188888401,231.72,16821.2,3318.0,131.0,D,HISA
39998,2022-751-286-99935,22.09.2022,22092032,1003,1881,0.0,računska,41.13,15277.0,183731.6335158532,475.0,16581.0,3367.0,198.0,C,HISA
39999,2022-549-386-99959,23.09.2022,23092032,425,1325,0.0,računska,135.72,56762.0,186460.57962807812,522.31,27412.8,4979.0,251.0,E,HISA
40000,2022-712-85-99963,23.09.2022,23092032,1732,530,409.0,računska,58.85,8614.0,178143.86122433987,253.0,10351.0,3075.0,75.0,C,STANOVANJE
40001,2022-806-343-99960,24.09.2022,24092032,1916,120,0.0,računska,86.26,69018.0,195081.4420583168,359.13,14549.6,1726.0,473.0,D,HISA
40002,2022-643-184-99950,24.09.2022,24092032,1908,1372,29.0,računska,34.9,4032.0,177415.1695784926,160.0,5264.0,1002.0,72.0,B2,BLOKI
40003,2022-806-343-100201,03.10.2022,3102032,2306,139,0.0,računska,145.17,35541.0,180947.88182267465,285.7,22907.0,5047.0,128.0,E,HISA
40004,2022-696-224-101175,15.11.2022,15112032,1077,1291,10.0,računska,110.55,24951.0,181289.1290856442,272.0,30068.0,5608.0,133.0,E,STANOVANJE
40005,2022-696-224-101176,15.11.2022,15112032,1077,1318,32.0,računska,53.99,3200.0,175512.57963601078,117.0,4193.0,799.0,30.0,C,STANOVANJE
40006,2022-696-224-101177,15.11.2022,15112032,1075,2557,4.0,računska,217.38,3872.0,177264.63605646207,0.0,9679.0,2052.0,66.0,G,STANOVANJE
40007,2022-696-224-101178,15.11.2022,15112032,1074,2118,2.0,računska,133.51,2996.0,176028.68152856303,0.0,7490.0,1589.0,40.0,E,STANOVANJE
40008,2022-635-127-101181,15.11.2022,15112032,131,856,0.0,računska,134.73,38934.0,183798.94031453738,236.13,46539.0,11020.0,161.0,E,HISA
40009,2022-712-85-101179,15.11.2022,15112032,2636,2491,0.0,računska,174.63,22988.0,181084.06917287412,818.0,29859.0,7936.0,103.0,F,HISA
40010,2022-636-167-101677,05.12.2022,5122032,1727,1061,68.0,računska,55.23,12344.0,179702.18971420176,56.0,16755.0,4373.0,108.0,C,STANOVANJE
40011,2022-512-30-101674,05.12.2022,5122032,195,67,0.0,računska,187.46,120810.0,200430.29918390786,870.77,136179.0,32633.0,409.0,F,HISA
40012,2022-592-244-101654,06.12.2022,6122032,2100,579,0.0,računska,65.16,183435.0,246566.59726347652,256.42,210338.0,41344.0,1442.0,D,PISARNE
40013,2022-818-227-101824,12.12.2022,12122032,1869,220,0.0,računska,167.4,44721.0,181842.1750320071,217.0,7722.0,717.0,175.0,F,HISA
40014,2022-789-337-101833,13.12.2022,13122032,1454,167,0.0,računska,63.35,23210.0,183069.16895602416,74.66,31048.4,6582.0,173.0,D,HISA
40015,2022-545-17-101706,07.12.2022,7122032,1770,5398,0.0,računska,114.83,12783.0,177096.3252691892,329.3,11935.9,2210.0,54.0,E,HISA
40016,2022-531-86-101705,07.12.2022,7122032,1750,127,0.0,računska,117.79,27102.0,181936.74229188732,495.0,32706.0,7730.0,131.0,E,HISA
40017,2022-541-44-101562,07.12.2022,7122032,2117,877,0.0,merjena,,,3779558.0,3779558.0,9448895.0,2003166.0,37102.0,A1,DRUGO
40018,2022-541-44-101569,07.12.2022,7122032,2117,879,0.0,merjena,,,405264.0,154354.0,661886.0,131990.0,4275.0,A1,DRUGO
40019,2022-549-386-101717,07.12.2022,7122032,2593,1484,1.0,računska,33.52,3468.0,175842.7302313164,120.49,7541.4,1599.0,33.0,B2,STANOVANJE
40020,2022-827-121-101737,07.12.2022,7122032,2590,795,0.0,računska,173.64,41418.0,179781.0597828754,395.16,30278.1,7243.0,86.0,F,HISA
40021,2022-648-35-101736,08.12.2022,8122032,1577,2713,7.0,računska,29.07,1104.0,174642.62909695314,0.0,1616.0,343.0,15.0,B2,BLOKI
40022,2022-643-184-101607,08.12.2022,8122032,1735,2376,0.0,računska,65.88,87395.0,215304.5217034573,890.0,158343.0,33569.0,748.0,D,BLOKI
40023,2022-735-58-101744,08.12.2022,8122032,1835,1767,4.0,računska,62.8,4013.0,175945.74736034262,0.0,10031.0,2127.0,35.0,D,STANOVANJE
40024,2022-789-337-101746,08.12.2022,8122032,1737,546,6.0,računska,72.71,19444.0,181389.48606078853,68.72,21726.2,5917.0,138.0,D,STANOVANJE
40025,2022-789-337-101750,08.12.2022,8122032,2606,1045,0.0,računska,110.44,14848.0,177893.84293918044,101.3,16794.1,3865.0,68.0,E,HISA
40026,2022-751-286-101753,08.12.2022,8122032,1077,1680,4.0,računska,49.71,3722.0,176641.1530141057,0.0,9304.0,1973.0,52.0,C,STANOVANJE
40027,2022-709-208-101723,08.12.2022,8122032,1770,5471,0.0,računska,32.08,15285.0,184410.56929399265,294.0,22349.0,4362.0,212.0,B2,HISA
40028,2022-545-17-101758,08.12.2022,8122032,1625,287,0.0,računska,215.21,61077.0,182124.45662931557,621.71,19765.5,3112.0,159.0,G,HISA
40029,2022-806-343-101760,08.12.2022,8122032,1398,27,0.0,računska,102.0,19079.0,179529.3149514738,342.17,17206.0,3978.0,100.0,D,HISA
40030,2022-599-364-101721,08.12.2022,8122032,2606,7698,0.0,računska,33.21,9682.0,181014.16493483316,62.63,14249.6,3021.0,146.0,B2,STANOVANJE
40031,2022-581-13-101764,08.12.2022,8122032,2140,121,0.0,računska,334.24,49213.0,182862.52641980015,1306.0,57232.0,13628.0,101.0,G,HISA
40032,2022-676-207-101759,08.12.2022,8122032,659,3381,0.0,računska,38.27,89056.0,229776.02316695417,725.52,118865.0,28855.0,1114.0,C,BLOKI
40033,2022-614-36-101770,09.12.2022,9122032,146,1256,0.0,računska,352.7,145660.0,185478.9223394636,524.15,22104.6,2218.0,244.0,G,HISA
40034,2022-810-345-101772,09.12.2022,9122032,2358,72,4.0,računska,135.37,15008.0,177339.0250151593,201.24,7884.6,1410.0,67.0,E,STANOVANJE
40035,2022-830-7-101774,09.12.2022,9122032,659,3230,18.0,računska,48.08,6628.0,176852.76564320287,237.49,7267.8,2273.0,50.0,C,STANOVANJE
40036,2022-513-336-101777,09.12.2022,9122032,713,343,0.0,računska,88.17,40216.0,188522.551525532,252.68,43817.7,9644.0,278.0,D,HISA
40037,2022-590-21-101810,12.12.2022,12122032,1871,3447,6.0,računska,210.57,10615.0,176593.30058956819,126.0,13746.0,3920.0,37.0,G,STANOVANJE
40038,2022-807-276-100989,12.12.2022,12122032,1809,1141,0.0,računska,9.04,99347.0,248064.72379174418,3471.0,0.0,0.0,1643.0,A1,IZOBRAZ
40039,2022-634-166-101794,12.12.2022,12122032,2034,151,0.0,računska,168.96,60309.0,184793.24537376437,731.0,14903.0,1971.0,225.0,F,HISA
40040,2022-836-32-101682,13.12.2022,13122032,788,81,0.0,računska,187.77,90880.0,195404.13198707387,782.95,96553.8,20469.0,364.0,F,HOTELI
40041,2022-545-17-101769,13.12.2022,13122032,680,2972,0.0,računska,115.84,17294.0,178622.83505499022,440.72,21220.9,4124.0,76.0,E,HISA
40042,2022-545-17-101835,13.12.2022,13122032,2170,475,0.0,računska,259.41,36049.0,180220.06781980823,544.27,41179.0,9676.0,79.0,G,HISA
40043,2022-789-337-101837,13.12.2022,13122032,2636,2852,6.0,računska,129.46,11168.0,177007.48973392462,50.32,12023.2,3440.0,51.0,E,STANOVANJE
40044,2022-656-42-101421,13.12.2022,13122032,1975,1067,0.0,računska,18.21,8197.0,180764.3982926408,258.0,9257.0,1962.0,142.0,B1,HISA
40045,2022-711-258-101838,13.12.2022,13122032,1075,2389,21.0,računska,63.49,5879.0,176637.21504775883,75.89,6851.1,1842.0,51.0,D,BLOKI
40046,2022-545-17-101852,14.12.2022,14122032,2190,94,0.0,računska,206.09,51864.0,183679.40178069603,555.73,58998.4,13860.0,135.0,F,HISA
40047,2022-593-45-101864,15.12.2022,15122032,2236,13,0.0,računska,227.19,289713.0,195922.86476853918,1566.39,28619.9,0.0,476.0,G,DRUGO
40048,2022-547-87-101867,15.12.2022,15122032,1308,145,0.0,računska,335.83,23681.0,176329.37317244298,204.15,6006.8,804.0,47.0,G,HISA
40049,2022-545-17-101870,15.12.2022,15122032,659,64,206.0,računska,33.17,5520.0,177514.63557685146,148.85,5861.3,1098.0,74.0,B2,STANOVANJE
40050,2022-545-17-101872,15.12.2022,15122032,518,424,0.0,računska,41.99,18399.0,184938.74008290222,440.53,21432.4,4544.0,220.0,C,HISA
40051,2022-806-343-101863,15.12.2022,15122032,1727,164,3.0,računska,107.96,11036.0,177972.10960965534,212.11,25976.6,5507.0,58.0,E,HOTELI
40052,2022-806-343-101876,15.12.2022,15122032,1727,164,7.0,računska,87.65,8950.0,176913.42723598806,85.68,9902.7,2749.0,52.0,D,PRODAJA
40053,2022-724-266-101865,15.12.2022,15122032,1615,243,0.0,računska,654.9,40691.0,176162.5281585853,356.38,8349.1,945.0,39.0,G,HISA
40063,2022-549-386-98105,05.07.2022,5072032,2490,769,1.0,računska,136.99,13136.0,176388.80073399135,208.76,6531.4,1202.0,46.0,E,STANOVANJE
40064,2022-806-343-98215,11.07.2022,11072032,1986,48,0.0,računska,143.15,71929.0,191857.55997134425,353.73,81176.5,19450.0,297.0,E,HISA
40065,2022-813-34-98076,11.07.2022,11072032,1070,1002,1.0,računska,63.68,24441.0,184591.5797070997,519.76,5779.5,737.0,232.0,D,HISA
40066,2022-813-34-98112,11.07.2022,11072032,987,391,1.0,računska,148.95,23110.0,181965.55869193122,633.79,26921.6,9764.0,117.0,E,HISA
40068,2022-827-121-98265,11.07.2022,11072032,1676,501,0.0,računska,67.88,43867.0,184127.16886357372,208.97,28447.8,6685.0,194.0,D,HISA
40069,2022-518-385-98333,14.07.2022,14072032,2164,867,0.0,računska,57.64,33611.0,184175.99093723582,0.0,58723.0,12226.0,168.0,C,HISA
40070,2022-518-385-98334,14.07.2022,14072032,2164,868,0.0,računska,57.64,33611.0,184175.99093723582,0.0,58723.0,12226.0,168.0,C,HISA
40071,2022-605-316-98390,18.07.2022,18072032,2633,364,1.0,računska,38.25,5961.0,177372.9565135874,50.87,8494.9,1947.0,68.0,C,STANOVANJE
40072,2022-806-343-98170,19.07.2022,19072032,678,1434,14.0,računska,33.55,3740.0,175874.23054481528,42.41,3259.7,976.0,39.0,B2,STANOVANJE
40073,2022-806-343-97915,19.07.2022,19072032,1735,574,119.0,računska,27.67,3999.0,176194.00657231789,43.21,3497.1,1045.0,46.0,B2,STANOVANJE
40074,2022-549-386-98451,19.07.2022,19072032,923,364,0.0,računska,186.79,56751.0,182499.9114086604,603.57,8764.7,682.0,182.0,F,HISA
40075,2022-806-343-98266,19.07.2022,19072032,1754,1657,1.0,računska,30.77,11661.0,180468.2753793919,192.9,9014.0,1710.0,138.0,B2,STANOVANJE
40076,2022-711-258-98522,21.07.2022,21072032,1077,1242,30.0,računska,164.67,25371.0,178283.9921907029,159.89,18918.0,3474.0,78.0,F,STANOVANJE
40077,2022-545-17-98525,22.07.2022,22072032,1730,1677,36.0,računska,36.94,3140.0,175285.27392217063,39.03,2773.5,875.0,26.0,C,STANOVANJE
40078,2022-513-336-98575,26.07.2022,26072032,807,128,0.0,računska,66.88,8147.0,177371.03802977072,91.2,8917.6,1960.0,67.0,D,HISA
40079,2022-623-200-98597,26.07.2022,26072032,2529,113,0.0,računska,286.73,57830.0,181632.62993259664,929.0,15614.0,2218.0,146.0,G,HISA
40080,2022-623-200-98598,26.07.2022,26072032,2529,112,0.0,računska,358.35,44503.0,179046.25328590628,899.0,11715.0,1642.0,90.0,G,HISA
40081,2022-623-200-98599,26.07.2022,26072032,2539,103,0.0,računska,230.61,56346.0,182046.2922927616,7.0,21009.0,3395.0,169.0,G,HISA
40082,2022-623-200-98600,26.07.2022,26072032,1753,2490,0.0,računska,182.3,37776.0,183827.64612480078,845.0,46135.0,8636.0,162.0,F,HISA
40083,2022-623-200-98601,26.07.2022,26072032,1695,5332,0.0,računska,66.07,16039.0,182688.921823834,176.0,40098.0,8500.0,151.0,D,HISA
40084,2022-802-392-98607,27.07.2022,27072032,716,1911,0.0,računska,91.04,13236.0,180100.51693547692,153.0,33090.0,7015.0,100.0,D,HISA
40085,2022-835-380-98611,27.07.2022,27072032,681,167,6.0,računska,59.15,2625.0,175260.21980504488,48.22,5132.5,1088.0,24.0,C,STANOVANJE
40086,2022-806-343-99143,26.08.2022,26082032,706,448,0.0,računska,232.47,26146.0,180564.27567025018,180.91,65364.0,13857.0,71.0,G,HISA
40087,2022-545-17-99219,26.08.2022,26082032,400,1338,508.0,računska,108.05,28779.0,182953.2374844404,481.82,36936.3,9277.0,146.0,E,PISARNE
40088,2022-545-17-99222,26.08.2022,26082032,400,1338,505.0,računska,96.2,18746.0,180964.75021867975,344.65,41206.2,8736.0,106.0,D,PISARNE
